O*NET-SOC Code;Title;Description;Area
29-1141.01;Akūtās aprūpes māsa;Nodrošina uzlabotas aprūpes pakalpojumus pacientiem ar akūtiem stāvokļiem, piemēram, sirdslēkmes, respiratorā distresa sindromu vai šoku. Var rūpēties par pacientiem pirms un pēc operācijas vai veikt progresīvas, invazīvas diagnostikas vai terapeitiskās procedūras.;Veselība
29-1141.02;Uzlabotas prakses psihiatriskā medicīnas māsa;Novērtē, diagnosticē un ārstē personas un ģimenes ar garīgās veselības vai vielu lietošanas traucējumiem vai šādu traucējumu iespējamību. Pielieto ārstnieciskās darbības, tostarp medikamentu izrakstīšanu, atbilstoši valsts noteikumiem un psihoterapijas administrēšanu.;Veselība
29-1141.03;Kritiskās aprūpes medmāsa;Nodrošina specializētu aprūpi pacientiem kritiskās vai koronārās aprūpes nodaļās.;Veselība
29-1141.04;Klīniskās medicīnas māsas speciālists;Tiešais māsu personāls, sniedzot pacienta aprūpi klīniskās prakses vidē, piemēram, slimnīcā, hospisā, klīnikā vai mājās. Nodrošina noteikto klīnisko politiku, protokolu, noteikumu un standartu ievērošanu.;Veselība
29-1151.00;Medmāsa anesteziologs;Ievada anestēziju, uzrauga pacienta dzīvībai svarīgās pazīmes un uzrauga pacienta atveseļošanos no anestēzijas. Var palīdzēt anesteziologiem, ķirurgiem, citiem ārstiem vai zobārstiem. Jābūt reģistrētām medmāsām, kurām ir specializēta augstākā izglītība.;Veselība
29-1161.00;Medmāsas vecmāte;Diagnosticē un koordinē visus dzemdību procesa aspektus neatkarīgi vai veselības aprūpes komandas sastāvā. Var nodrošināt veselīgas sievietes ginekoloģisko aprūpi. Jābūt specializētai māsu izglītībai.;Veselība
29-1171.00;Medmāsa praktizētāja;Diagnosticē un ārstē akūtu, epizodisku vai hronisku slimību neatkarīgi vai kā daļu no veselības aprūpes komandas. Var pievērsties veselības veicināšanai un slimību profilaksei. Var pasūtīt, veikt vai interpretē diagnostikas testus, piemēram, laboratorijas darbus un rentgenstarus. Var izrakstīt zāles. Jābūt reģistrētām medmāsām, kurām ir specializēta augstākā izglītība.;Veselība
29-1181.00;Audiologs;Novērtē un ārstē personas ar dzirdes un ar to saistītiem traucējumiem. Var būt piemērots dzirdes aparātiem un nodrošināt dzirdes apmācību. Var veikt pētījumus, kas saistīti ar dzirdes problēmām.;Veselība
29-1211.00;Anesteziologs;Ievada anestēzijas līdzekļus un pretsāpju līdzekļus sāpju mazināšanai pirms operācijas, tās laikā vai pēc tās.;Veselība
29-1212.00;Kardiologs;Diagnosticē, ārstē, pārvalda un novērš sirds un asinsvadu sistēmas slimības vai stāvokļus. Var turpināt specializēties intervences procedūrās (piemēram, balonu angioplastijā un stenta ievietošanā), ehokardiogrāfijā vai elektrofizioloģijā.;Veselība
29-1213.00;Dermatologs;Diagnosticē un ārstē slimības, kas saistītas ar ādu, matiem un nagiem. Var veikt gan medicīniskās, gan dermatoloģiskās ķirurģijas funkcijas.;Veselība
29-1214.00;Neatliekamās medicīnas ārsts;Pieņem tūlītējus medicīniskus lēmumus un rīkoies, lai novērstu nāvi vai turpmāku invaliditāti. Nodrošina tūlītēju pacientu atpazīšanu, novērtēšanu, aprūpi, stabilizāciju un izvietošanu. Var novirzīt neatliekamās medicīniskās palīdzības personālu neatliekamās palīdzības nodaļā.;Veselība
29-1215.00;Ģimenes medicīnas ārsts;Diagnosticē, ārstē un sniedz profilaktisku aprūpi indivīdiem un ģimenēm visā dzīves laikā. Ja nepieciešams, var nosūtīt pacientus pie speciālistiem turpmākai diagnostikai vai ārstēšanai.;Veselība
29-1216.00;Vispārējās iekšējās medicīnas ārsts;Diagnosticē un nodrošina neķirurģisku ārstēšanu plaša spektra slimībām un iekšējo orgānu sistēmu traumām. Nodrošina aprūpi galvenokārt pieaugušajiem un pusaudžiem, un tie galvenokārt tiek nodrošināti ambulatorās aprūpes vidē.;Veselība
29-1217.00;Neirologs;Diagnosticē, pārvalda un ārstē smadzeņu, muguras smadzeņu un perifēro nervu traucējumus un slimības, galvenokārt neķirurģiski.;Veselība
29-1218.00;Dzemdību speciālists un ginekologs;Sniedz medicīnisko aprūpi saistībā ar grūtniecību vai dzemdībām. Diagnosticē, ārstē un palīdz novērst sieviešu slimības, īpaši tās, kas ietekmē reproduktīvo sistēmu. Var nodrošināt arī vispārēju aprūpi sievietēm. Var veikt gan medicīniskās, gan ginekoloģiskās ķirurģijas funkcijas.;Veselība
29-1221.00;Pediatrs, vispārējā prakse;Diagnosticē, ārstē un palīdz novērst bērnu slimības un traumas. Var nosūtīt pacientus pie speciālistiem turpmākai diagnostikai vai ārstēšanai, ja nepieciešams.;Veselība
29-1222.00;Ārsts, patologs;Diagnosticē slimības un veic laboratorijas testus, izmantojot orgānus, ķermeņa audus un šķidrumus. Ietver medicīnas ekspertus.;Veselība
29-1223.00;Psihiatrs;Diagnosticē, ārstē un palīdz novērst garīgos traucējumus.;Veselība
29-1224.00;Radiologs;Diagnosticē un ārstē slimības un traumas, izmantojot medicīniskās attēlveidošanas metodes, piemēram, rentgena starus, magnētiskās rezonanses attēlveidošanu (MRI), kodolmedicīnu un ultraskaņu. Var veikt minimāli invazīvas medicīniskās procedūras un testus.;Veselība
29-1229.00;Ārsts, visi pārējie;Visi ārsti nav atsevišķi uzskaitīti.;Veselība
29-1229.01;Alergologs un immunologs;Diagnosticē, ārstē un palīdz novērst alerģiskas slimības un slimību procesus, kas ietekmē imūnsistēmu.;Veselība
29-1229.02;Hospitaliste;Nodrošina stacionāro aprūpi galvenokārt tādās iestādēs kā medicīnas nodaļas, akūtās aprūpes nodaļas, intensīvās terapijas nodaļas, rehabilitācijas centri vai neatliekamās palīdzības telpas. Pārvalda un koordinē pacientu aprūpi visā ārstēšanas laikā.;Veselība
29-1229.03;Urologs;Diagnosticē, ārstē un palīdz novērst labdabīgus un ļaundabīgus medicīniskus un ķirurģiskus uroģenitālās sistēmas un nieru dziedzeru traucējumus.;Veselība
29-1229.04;Fizikālās medicīnas un rehabilitācijas ārsts;Diagnosticē un ārstē traucējumus, kuriem nepieciešama fizioterapija, lai nodrošinātu fizisko, garīgo un profesionālo rehabilitāciju.;Veselība
29-1229.05;Profilaktiskās medicīnas ārsts;Lieto zināšanas par vispārējo profilaktisko medicīnu un sabiedrības veselības jautājumiem, lai veicinātu veselības aprūpi grupām vai indivīdiem un palīdzētu novērš vai samazināt slimību, traumu, invaliditātes vai nāves risku. Var praktizēt uz populāciju balstītu medicīnu vai diagnosticēt un ārstēt pacientus klīniskās veselības veicināšanas un slimību profilakses kontekstā.;Veselība
29-1229.06;Sporta medicīnas ārsts;Diagnosticē, ārstē un palīdz novērst traumas, kas rodas sporta pasākumu, sporta treniņu un fizisko aktivitāšu laikā.;Veselība
29-1241.00;Oftalmologs, izņemot pediatrijas;Diagnosticē un veic operācijas, lai ārstētu un palīdzētu novērš acu traucējumus un slimības. Var sniegt arī redzes pakalpojumus ārstēšanai, tostarp brillēm un kontaktpersonām.;Veselība
29-1242.00;Ortopēdiskais ķirurgs, izņemot pediatrijas;Diagnosticē un veic operācijas, lai ārstētu un novērstu reimatiskas un citas muskuļu un skeleta sistēmas slimības.;Veselība
29-1243.00;Bērnu ķirurgs;Diagnosticē un veic operācijas, lai ārstētu augļa anomālijas un iedzimtus defektus, slimības un ievainojumus augļiem, priekšlaicīgi dzimušiem zīdaiņiem un jaundzimušajiem, bērniem un pusaudžiem. Ietver visas bērnu ķirurģijas specialitātes un apakšspecialitātes.;Veselība
29-1249.00;Ķirurgs, visi pārējie;Visi ķirurgi nav uzskaitīti atsevišķi.;Veselība
29-1291.00;Akupunktūras speciālists;Diagnosticē, ārstē un novērš traucējumus, stimulējot noteiktus akupunktūras punktus organismā, izmantojot akupunktūras adatas. Var izmantot arī krūzītes, uztura bagātinātājus, ārstniecisko masāžu, akupresūru un citas alternatīvas veselības terapijas.;Veselība
29-1292.00;Zobu higiēnists;Veic mutes dobuma higiēnas aprūpi pacientiem. Novērtē pacienta mutes higiēnas problēmas vai vajadzības un saglabā veselības uzskaiti. Konsultē pacientus par mutes veselības uzturēšanu un slimību profilaksi. Var nodrošināt uzlabotu aprūpi, piemēram, fluora terapiju vai lokālas anestēzijas ievadīšanu.;Veselība
29-1299.00;Veselības aprūpes speciālists, kas diagnosticē vai ārstē, visi pārējie;Visi veselības aprūpes speciālisti, kas diagnosticē vai ārstē, nav uzskaitīti atsevišķi.;Veselība
29-1299.01;Naturopātiskais ārsts;Diagnosticē, ārstē un palīdz novērst slimības, izmantojot prakses sistēmu, kuras pamatā ir indivīdu dabiskās dziedināšanas spējas. Var izmantot fizioloģiskas, psiholoģiskas vai mehāniskas metodes. Var izmantot arī dabiskus medikamentus, recepšu vai leģendāras zāles, pārtiku, ārstniecības augus vai citus dabiskus līdzekļus.;Veselība
29-1299.02;Ortoptists;Diagnosticē un ārstē redzes sistēmas traucējumus, piemēram, binokulārās redzes un acu kustību traucējumus.;Veselība
29-2011.00;Medicīnas un klīniskās laboratorijas tehnologs;Veic kompleksus medicīniskos laboratoriskos izmeklējumus slimību diagnosticēšanai, ārstēšanai un profilaksei. Var apmācīt vai uzraudzīt personālu.;Veselība
29-2011.01;Citoģenētiskais tehnologs;Analizē hromosomas vai hromosomu segmentus, kas atrodami bioloģiskajos paraugos, piemēram, amnija šķidrumos, kaulu smadzenēs, cietos audzējos un asinīs, lai palīdzētu pēta, diagnosticē, klasificē vai ārstē iedzimtas vai iegūtas ģenētiskas slimības. Veic analīzi, izmantojot klasiskās citoģenētiskās, fluorescējošās in situ hibridizācijas (FISH) vai masīvu salīdzinošās genoma hibridizācijas (aCGH) metodes.;Veselība
29-2011.02;Citotehnologs;Krāso, piestiprina un pēta šūnas, lai atklātu vēža pazīmes, hormonālās novirzes un citus patoloģiskus stāvokļus, ievērojot noteiktos standartus un praksi.;Veselība
29-2011.04;Histotehnologs;Izmanto zināšanas par veselību un slimību cēloņiem, lai novērtētu jaunas laboratorijas metodes un procedūras audu paraugu izmeklēšanai. Apstrādā un sagatavo histoloģiskos priekšmetstikliņus no audu sekcijām mikroskopiskai izmeklēšanai un patologu diagnostikai. Var atrisināt tehniskas vai instrumentu problēmas vai palīdzēt veikt pētījumus.;Veselība
29-2012.00;Medicīnas un klīniskās laboratorijas tehniķis;Veic parastās medicīniskās laboratorijas pārbaudes, lai diagnosticētu, ārstētu un novērstu slimības. Var strādāt medicīnas tehnologa uzraudzībā.;Veselība
29-2012.01;Histoloģijas tehniķis;Sagatavo histoloģiskos priekšmetstikliņus no audu sekcijām mikroskopiskai izmeklēšanai un patologu diagnostikai. Var palīdzēt pētījumos.;Veselība
29-2031.00;Sirds un asinsvadu tehnologs un tehniķis;Veic pacientu plaušu vai sirds un asinsvadu sistēmas testus diagnostikas, terapijas vai pētniecības nolūkos. Var veikt vai palīdzēt veikt elektrokardiogrammas, sirds kateterizāciju, plaušu funkcijas, plaušu tilpumu un līdzīgus testus.;Veselība
29-2032.00;Diagnostikas medicīnas sonogrāfs;Veic iekšējo orgānu ultraskaņas ierakstus, ko izmanto ārsti. Ietver asinsvadu tehnologus.;Veselība
29-2033.00;Kodolmedicīnas tehnologs;Sagatavo, ievadīt un mēra radioaktīvos izotopus terapeitiskos, diagnostikas un marķieru pētījumos, izmantojot dažādas radioizotopu iekārtas. Sagatavo radioaktīvo materiālu izejas šķīdumus un aprēķina radiologiem ievadāmās devas. Pakļaut pacientus starojumam. Veic asins tilpuma, eritrocītu izdzīvošanas un tauku absorbcijas pētījumus, ievērojot standarta laboratorijas metodes.;Veselība
29-2034.00;Radioloģijas tehnologs un tehniķis;Veic rentgena un CAT skenēšanu vai ievada neradioaktīvus materiālus pacienta asinsritē diagnostikas vai pētniecības nolūkos. Ietver radioloģijas tehnologus un tehniķus, kas specializējas citās skenēšanas modalitātēs.;Veselība
29-2035.00;Magnētiskās rezonanses attēlveidošanas tehnologs;Darbina magnētiskās rezonanses attēlveidošanas (MRI) skenerus. Pārraudzī pacienta drošību un komfortu, kā arī skata skenējamās zonas attēlus, lai nodrošinātu attēlu kvalitāti. Var ievadīt gadolīnija kontrastvielu intravenozi. Var intervēt pacientu, izskaidrot MRI procedūras un novietot pacientu uz pārbaudes galda. Var ievadīt datora datus, piemēram, pacienta vēsturi, skenējamo anatomisko zonu, norādīto orientāciju un ievades vietu.;Veselība
29-2036.00;Medicīnas dozimetrists;Veido staru terapijas plānus, izstrādā starojuma dozu aprēķinus, sazinās un uzrauga ārstēšanas plāna izpildi, kā arī konsultējas ar radiācijas onkoloģijas komandas locekļiem.;Veselība
29-2042.00;Neatliekamās medicīniskās palīdzības tehniķis;Novērtē traumas un slimības un sniedz pamata neatliekamo medicīnisko palīdzību. Var transportēt ievainotas vai slimas personas uz medicīnas iestādēm.;Veselība
29-2043.00;Paramediķis;Sniedz pamata vai progresīvu neatliekamo medicīnisko palīdzību un novērtē traumas un slimības. Var ievadīt zāles intravenozi, izmantot aprīkojumu, piemēram, EKG, vai ievadīt uzlabotu dzīvības atbalstu slimām vai ievainotām personām.;Veselība
29-2051.00;Diētas tehniķis;Palīdz nodrošināt ēdināšanas pakalpojumus un uztura programmas dietologa uzraudzībā. Var plānot un ražot maltītes, pamatojoties uz noteiktām vadlīnijām, māca uztura un uztura principus vai konsultēt personas.;Veselība
29-2052.00;Farmācijas tehniķis;Sagatavo zāles farmaceita vadībā. Var izmērīt, sajaukt, skaitīt, marķēt un reģistrēt medikamentu daudzumus un devas saskaņā ar recepšu pasūtījumiem.;Veselība
29-2053.00;Psihiatrijas tehniķis;Rūpēties par personām ar garīgiem vai emocionāliem stāvokļiem vai invaliditāti, ievērojot ārstu vai citu veselības aprūpes speciālistu norādījumus. Uzrauga pacientu fizisko un emocionālo labsajūtu un ziņo medicīnas personālam. Var piedalīties rehabilitācijas un ārstniecības programmās, palīdzēt personīgās higiēnas nodrošināšanā un ievadīt perorālos vai injicējamos medikamentus.;Veselība
29-2055.00;Ķirurģiskais tehnologs;Palīdz operācijās ķirurgu, reģistrētu medmāsu vai cita ķirurģiskā personāla uzraudzībā. Var palīdzēt iekārtot operāciju zāli, sagatavot un transportēt pacientus operācijām, pielāgot apgaismojumu un aprīkojumu, nodod instrumentus un citus piederumus ķirurgiem un ķirurgu palīgiem, turēt spriegotājus, izgriezt šuves un palīdzēt skaita sūkļus, adatas, piederumus un instrumentus.;Veselība
29-2056.00;Veterinārais tehnologs un tehniķis;Laboratorijas vidē veic medicīniskās pārbaudes, lai izmantotu dzīvnieku slimību ārstēšanā un diagnostikā. Sagatavo vakcīnas un serumus slimību profilaksei. Sagatavo audu paraugus, ņem asins paraugus un veic laboratorijas testus, piemēram, urīna analīzi un asins analīzi. Tīra un sterilizē instrumentus un materiālus un apkopo iekārtas un mašīnas. Var palīdzēt veterinārārstam operācijas laikā.;Veselība
29-2057.00;Oftalmoloģijas medicīnas tehniķis;Palīdz oftalmologiem, veicot oftalmoloģiskās klīniskās funkcijas. Var veikt acu izmeklējumus, ievadīt acu zāles un instruē pacientu par korektīvo lēcu aprūpi un lietošanu.;Veselība
29-2061.00;Licencēta praktiskā un licencēta profesionālā māsa;Slimu, ievainotu vai atveseļojošu pacientu vai personu ar invaliditāti aprūpe slimnīcās, pansionātos, klīnikās, privātmājās, grupu mājās un līdzīgās iestādēs. Var strādāt reģistrētas medicīnas māsas uzraudzībā. Nepieciešama licence.;Veselība
29-2072.00;Medicīnisko dokumentu speciālists;Apkopo, apstrādā un uztur slimnīcu un klīniku pacientu medicīniskos ierakstus veidā, kas atbilst veselības aprūpes sistēmas medicīniskām, administratīvajām, ētiskajām, juridiskajām un normatīvajām prasībām. Klasificē medicīnas un veselības aprūpes koncepcijas, tostarp diagnozi, procedūras, medicīniskos pakalpojumus un aprīkojumu, veselības aprūpes nozares ciparu kodēšanas sistēmā. Ietver medicīniskos kodētājus.;Veselība
29-2081.00;Optiķis, izsniegšana;Izstrādā, izmēra, piestiprina un pielāgo lēcas un rāmjus klientam saskaņā ar rakstisku optisko priekšrakstu vai specifikāciju. Palīdz klientam ievietot, izņem un kopj kontaktlēcas. Palīdz klientam izvēlas rāmjus. Izmēra klientam briļļu izmēru un saskaņo rāmjus ar sejas un acu mērījumiem un optikas recepti. Sagatavo darba pasūtījumu optiskajai laboratorijai, kas satur instrukcijas lēcu slīpēšanai un montāžai rāmjos. Pārbauda gatavo lēcu briļļu precizitāti. Pielāgo rāmja un objektīva pozīciju atbilstoši klientam. Var veidot vai pārveidot rāmjus. Ietver kontaktlēcu optiķus.;Veselība
29-2091.00;Ortozes un protezēšanas speciālists;Izstrādā, izmēra, uzstāda un pielāgo ortopēdiskās breketes, ierīces vai protēzes, piemēram, ekstremitātes vai sejas daļas pacientiem ar invaliditāti.;Veselība
29-2092.00;Dzirdes aparātu speciālists;Izvēlas un pielāgo dzirdes aparātus klientiem. Pārvalda un interpretē dzirdes pārbaudes. Novērtē dzirdes aparāta efektivitāti. Paņem ausu nospiedumus un sagatavo, projektē un modificē ausu veidnes.;Veselība
29-2099.00;Veselības tehnologs un tehniķis, visi pārējie;Visi veselības tehnologi un tehniķi nav atsevišķi uzskaitīti.;Veselība
29-2099.01;Neirodiagnostikas tehnologs;Veic elektroniodiagnostiskos (END) testus, piemēram, elektroencefalogrammas, izraisīto potenciālu, polisomnogrammas vai elektronistagmogrammas. Var veikt nervu vadīšanas pētījumus.;Veselība
29-2099.05;Oftalmoloģijas medicīnas tehnologs;Palīdz oftalmologiem, veicot oftalmoloģiskās klīniskās funkcijas un oftalmoloģisko fotografēšanu. Sniedz norādījumus un uzraudzību citiem oftalmoloģiskajiem darbiniekiem. Palīdz ar nelielām ķirurģiskām procedūrām, pielieto aseptikas metodes un sagatavo instrumentus. Var veikt acu izmeklējumus, ievadīt acu zāles un instruē pacientus par korektīvo lēcu aprūpi un lietošanu.;Veselība
29-2099.08;Pacientu pārstāvis;Palīdz pacientiem saņem pakalpojumus, izprast politiku un pieņem lēmumus par veselības aprūpi.;Veselība
29-9021.00;Veselības informācijas tehnologs un medicīnas reģistrators;Lieto zināšanas par veselības aprūpi un informācijas sistēmām, lai palīdzētu datorizētu veselības aprūpes sistēmu projektēšanā, izstrādē un nepārtrauktā modifikācijā un analīzē. Apkopo, apkopo un analizē informāciju par pacientu ārstēšanu un novērošanu. Var izglītot personālu un palīdzēt problēmu risināšanā, lai veicinātu veselības aprūpes informācijas sistēmas ieviešanu. Var izstrādāt, izstrādāt, pārbaudīt un ievieš datu bāzes ar pilnu vēsturi, diagnozi, ārstēšanu un veselības stāvokli, lai palīdzētu uzrauga slimības.;Veselība
29-9091.00;Atlētikas treneris;Novērtē un ārstē muskuļu un skeleta sistēmas traumas vai slimības. Nodrošina profilaktisko, terapeitisko, neatliekamo un rehabilitācijas aprūpi.;Veselība
29-9092.00;Ģenētiskais konsultants;Novērtē individuālo vai ģimenes risku dažādiem iedzimtiem stāvokļiem, piemēram, ģenētiskiem traucējumiem un iedzimtiem defektiem. Sniedz informāciju citiem veselības aprūpes sniedzējiem vai personām un ģimenēm, kuras ir saistītas ar iedzimtu slimību risku. Iesaka indivīdiem un ģimenēm atbalsta apzinātu lēmumu pieņemšanu un pārvarēšanas metodes riskam pakļautajām personām. Var palīdzēt veic pētījumus, kas saistīti ar ģenētiskiem stāvokļiem vai ģenētiskas konsultācijas.;Veselība
29-9093.00;Ķirurģiskais asistents;Palīdz operācijās, ķirurgu uzraudzībā. Saskaņā ar valsts tiesību aktiem var palīdzēt ķirurgiem veic iegriezumus un aizvērt ķirurģiskās vietas, manipulēt ar audiem vai noņemt tos, implantēt ķirurģiskās ierīces vai drenas, atsūkt operācijas vietu, ievietot katetru, saspiest vai cauterize asinsvadus vai audus un uzlikt pārsējus uz ķirurģiskās vietas.;Veselība
29-9099.00;Veselības aprūpes speciālists un tehniskais darbinieks, visi pārējie;Visi veselības aprūpes speciālisti un tehniskie darbinieki nav atsevišķi uzskaitīti.;Veselība
29-9099.01;Vecmāte;Sniedz pirmsdzemdību aprūpi un palīdzību dzemdībās.;Veselība
31-1121.00;Mājas veselības palīgs;Pārraudzī personas ar invaliditāti vai slimību veselības stāvokli un risina ar veselību saistītās vajadzības, piemēram, nomainot pārsējus, pārsienot brūces vai ievadot medikamentus. Darbs tiek veikts izbraukuma vai periodiski uz vietas licencēta māsu personāla vadībā. Sniedz palīdzību, veicot ikdienas veselības aprūpes uzdevumus vai ikdienas dzīves aktivitātes, piemēram, barošanu, vannošanos, tualetes apmeklējumu vai pārvietošanos. Var palīdzēt arī veicot tādus uzdevumus kā maltīšu gatavošana, viegla mājas uzkopšana un veļas mazgāšana atkarībā no pacienta spējām.;Veselība
31-1122.00;Personīgās aprūpes palīgs;Sniedz personalizētu palīdzību personām ar invaliditāti vai slimībām, kurām nepieciešama palīdzība ar personīgo aprūpi un ikdienas dzīves atbalsta pasākumiem (piemēram, barošana, vannošanās, ģērbšanās, kopšana, tualete un pārvietošanās). Var arī sniegt palīdzību, veicot tādus uzdevumus kā maltīšu gatavošana, vieglas mājas uzkopšana un veļas mazgāšana. Darbs tiek veikts dažādos apstākļos atkarībā no aprūpes saņēmēja vajadzībām, un tas var ietvert tādas vietas kā viņa mājas, darba vieta, ārpus sabiedrības vai dienas nedzīvojamā iestāde.;Veselība
31-1131.00;Māsas palīgs;Sniedz vai palīdz ar pamata aprūpi vai atbalstu klātienes licencēta māsu personāla vadībā. Veic tādus pienākumus kā pacientu veselības stāvokļa uzraudzība, barošana, peldēšanās, ģērbšanās, kopšana, tualete vai pacientu pārvietošanās veselības vai aprūpes iestādē. Var ietvert medikamentu ievadīšanu un citus ar veselību saistītus uzdevumus. Ietver māsu aprūpes dežurantus, māsu palīgus un māsu pavadoņus.;Veselība
31-1132.00;Slimnīcas sanitārs;Pārvadā pacientus uz tādām vietām kā operāciju zāles vai rentgena telpas, izmantojot ratiņkrēslus, nestuves vai pārvietojamās gultas. Var uzturēt krājumu krājumus vai tīru un transportēt aprīkojumu. Psihiatriskie palīgi ir iekļauti psihiatrisko palīgu sarakstā.;Veselība
31-1133.00;Psihiatriskais palīgs;Palīdz pacientiem ar garīgiem traucējumiem vai emocionāliem traucējumiem, strādājot māsu un medicīnas personāla vadībā. Var palīdzēt ikdienas dzīves aktivitātēs, vadīt pacientus izglītības un atpūtas pasākumos vai pavadīt pacientus uz izmeklējumiem un ārstēšanu un no tiem. Var ierobežot vardarbīgus pacientus. Ietver psihiatriskās stacionāras.;Veselība
31-2011.00;Ergoterapijas asistents;Palīdz ergoterapeitiem nodrošina ergoterapijas ārstēšanu un procedūras. Var saskaņā ar valsts likumiem palīdz ārstniecības plānu izstrādē, veikt ikdienas funkcijas, vadīt aktivitāšu programmas un dokumentē ārstēšanas gaitu. Parasti nepieciešama oficiāla apmācība.;Veselība
31-2012.00;Ergoterapijas palīgs;Stingrā ergoterapeita vai ergoterapijas asistenta uzraudzībā konkrētās situācijās veic tikai deleģētus, atlasītus vai rutīnas uzdevumus. Šie pienākumi ietver pacienta un ārstēšanas telpas sagatavošanu.;Veselība
31-2021.00;Fizioterapeita asistents;Palīdz fizioterapeitiem nodrošina fizikālās terapijas procedūras un procedūras. Saskaņā ar valsts likumiem var palīdzēt izstrādā ārstēšanas plānus, veic ikdienas funkcijas, dokumentē ārstēšanas gaitu un modificē noteiktas ārstēšanas metodes atbilstoši pacienta statusam un fizioterapeita noteikto ārstēšanas plānu ietvaros. Parasti nepieciešama oficiāla apmācība.;Veselība
31-2022.00;Fizioterapeita palīgs;Stingrā fizioterapeita vai fizikālās terapijas asistenta uzraudzībā konkrētās situācijās veic tikai deleģētus, atlasītus vai rutīnas uzdevumus. Šie pienākumi ietver pacienta un ārstēšanas zonas sagatavošanu.;Veselība
31-9011.00;Masāžas terapeits;Veic mīksto audu un locītavu ārstnieciskās masāžas. Var palīdzēt novērtē kustību diapazonu un muskuļu spēku vai piedāvāt klienta terapijas plānus.;Veselība
31-9091.00;Zobārstu asistents;Veic ierobežotus klīniskos pienākumus zobārsta vadībā. Klīniskie pienākumi var ietvert aprīkojuma sagatavošanu un sterilizāciju, pacientu sagatavošanu ārstēšanai, palīdzību zobārstam ārstēšanas laikā un pacientu instrukciju sniegšanu mutes veselības aprūpes procedūrām. Var veikt administratīvus pienākumus, piemēram, ieplānot tikšanās, uzturēt medicīniskos ierakstus, norēķināties un kodē informāciju apdrošināšanas nolūkos.;Veselība
31-9092.00;Medicīnas palīgs;Veic administratīvos un noteiktus klīniskos pienākumus ārsta vadībā. Administratīvie pienākumi var ietvert tikšanās plānošanu, medicīnisko ierakstu uzturēšanu, rēķinu izrakstīšanu un informācijas kodēšanu apdrošināšanas nolūkos. Klīniskie pienākumi var ietvert dzīvībai svarīgo pazīmju un slimības vēstures uzņemšanu un reģistrēšanu, pacientu sagatavošanu pārbaudei, asiņu ņemšanu un medikamentu ievadīšanu saskaņā ar ārsta norādījumiem.;Veselība
31-9093.00;Medicīniskā aprīkojuma sagatavotājs;Sagatavo, sterilizē, uzstāda vai notīra laboratorijas vai veselības aprūpes aprīkojumu. Var veikt parastos laboratorijas darbus un darbināt vai pārbaudīt aprīkojumu.;Veselība
31-9094.00;Medicīniskais transkripcijas speciālists;Pārraksta ārstu un citu veselības aprūpes speciālistu reģistrētos medicīniskos ziņojumus, izmantojot dažādas elektroniskās ierīces, tostarp biroja apmeklējumus, neatliekamās palīdzības numuru apmeklējumus, diagnostikas attēlveidošanas pētījumus, operācijas, diagrammu pārskatus un galīgos kopsavilkumus. Transkribē diktētos ziņojumus un tulko saīsinājumus pilnībā saprotamā formā. Ja nepieciešams, rediģē un atsūta atskaites drukātā vai elektroniskā veidā pārskatīšanai un parakstīšanai vai labošanai.;Veselība
31-9095.00;Aptieku palīgs;Reģistrē aptiekā piegādātās zāles, uzglabā ienākošās preces un informē uzraugu par krājumu vajadzībām. Var darbināt kases aparātu un pieņemt receptes uzpildīšanai.;Veselība
31-9096.00;Veterinārārstu asistents un laboratorijas dzīvnieku aprūpētājs;Laboratorijās un dzīvnieku slimnīcās un klīnikās baro, dzirdina un pārbauda mājdzīvniekus un citus lauksaimniecības dzīvniekus, lai atklātu slimības, slimības vai ievainojumu pazīmes. Tīra un dezinficē būrus un darba zonas, sterilizē laboratorijas un ķirurģiskās iekārtas. Var nodrošināt kārtējo pēcoperācijas aprūpi, ievadīt medikamentus iekšķīgi vai lokāli vai sagatavot paraugus laboratoriskai izmeklēšanai veterināro vai laboratorijas dzīvnieku tehnologu vai tehniķu, veterinārārstu vai zinātnieku uzraudzībā.;Veselība
31-9097.00;Flebotomists;Paņem asinis pārbaudēm, pārliešanai, ziedojumiem vai pētījumiem. Var izskaidrot pacientiem procedūru un palīdzēt atveseļoties pacientiem ar blakusparādībām.;Veselība
31-9099.00;Veselības aprūpes atbalsta darbinieks, visi pārējie;Visi veselības aprūpes atbalsta darbinieki, kas nav uzskaitīti atsevišķi.;Veselība
31-9099.01;Runas-valodas patoloģijas asistents;Palīdz runas valodas patologiem runas, valodas, balss un plūduma traucējumu novērtēšanā un ārstēšanā. Īsteno runas un valodas programmas vai aktivitātes, kā to plāno un norādījuši runas valodas patologi. Uzrauga alternatīvu sakaru ierīču un sistēmu izmantošanu.;Veselība
31-9099.02;Endoskopijas tehniķis;Uztur sterilu lauku, lai sniegtu atbalstu ārstiem un medmāsām endoskopijas procedūru laikā. Sagatavo un uztur instrumentus un aprīkojumu. Var iegūst paraugus.;Veselība
33-1011.00;Korekcijas virsnieku pirmās rindas uzraugs;Tieši uzrauga un koordinē korekcijas darbinieku un cietuma uzraugu darbību.;Tieslietas
33-1012.00;Policijas un detektīvu pirmās līnijas uzraugs;Tieši uzrauga un koordinē policijas spēku darbinieku darbību.;Tieslietas
